EventID,TaskGroupID,TaskID,TaskType,ObjectName,RescName,RescNum,RescEffect,ImageDir,NameKor,NameEng,TextKor,TextEng,System
10106,2016,50359,narrative,null,null,null,0,null,null,null,null,null,null
10106,2016,50360,image1,null,img_coverall,null,2,0_0_0_1,null,null,null,null,null
10106,2016,50361,sfx,null,sfx_box_open,1,5,null,null,null,null,null,null
10106,2016,50362,spawn,obj_player,spot_indoor,0,1,255_255_255_1,null,null,null,null,null
10106,2016,50363,image1,null,img_coverall,null,3,0_0_0_0,null,null,null,null,null
10106,2016,50364,narrative,null,null,null,1,null,null,null,“당신은 이제 짐도 다 풀었으니 씻기로 한다. ”,"“You decide to take a cold shower, now that you're done unpacking. ”",null
10106,2016,50365,narrative,null,null,null,0,null,null,null,null,null,null
10106,2016,50366,walk,player,spot_in_toilet,null,1000,null,null,null,null,null,null
10106,2016,50367,sfx,null,sfx_door_close,1,5,null,null,null,null,null,null
10106,2016,50368,object,obj_toilet_door,spr_toilet_door,1,1,null,null,null,null,null,null
10106,2016,50369,image1,null,img_coverall,null,2,0_0_0_1,null,null,null,null,null
10106,2016,50370,sfx,null,sfx_shower_0,1,1,null,null,null,null,null,null
10106,2016,50371,sfx,null,sfx_shower_1,1,1,null,null,null,null,null,null
10106,2016,50372,sfx,null,sfx_shower_1,1,3,null,null,null,null,null,null
10106,2016,50373,time,null,null,null,1000,null,null,null,null,null,null
10106,2016,50374,sfx,null,sfx_shower_1,1,1,null,null,null,null,null,null
10106,2016,50375,spawn,obj_player,spot_front_toilet,0,1,null,null,null,null,null,9000
10106,2016,50376,image1,null,img_coverall,0,3,0_0_0_0,null,null,null,null,null
10107,2017,50377,narrative,null,null,null,1,null,null,null,“잊지 않기 위해 일기장에 적어두는 게 좋겠다. ”,“Let's take a memo in your diary just in case. ”,null
10107,2017,50378,narrative,null,null,null,0,null,null,null,null,null,일기장 튜토리얼
10108,2017,50379,narrative,null,null,null,1,null,null,null,“전보다 나은 곳에 취직하고 싶다면 공부를 많이 해둬야 한다. ”,“For a better workplace you'll need to study as hard as you can. ”,null
10108,2017,50380,narrative,null,null,null,1,null,null,null,“어학 시험은 다음 달 초에 있다. ”,“The upcoming language test is due on the next month. ”,null
10108,2017,50381,narrative,null,null,null,0,null,null,null,null,null,null
10109,2018,50382,narrative,null,null,null,1,null,null,null,“당신은 이곳의 생활에 대해 집주인 분께 어제 미리 여쭤봤다. ”,“You already asked your landlord about everything yesterday. ”,null
10109,2018,50383,narrative,null,null,null,1,null,null,null,“알바는 월요일부터 시작이니 오늘은 원하는대로 하루를 보내기로 한다. ”,“Your part-time job starts on Monday; you're free to do anything the whole day as you please. ”,null
10109,2018,50384,narrative,null,null,null,0,null,null,null,null,null,null
10110,2019,50385,time,null,null,null,1,null,null,null,null,null,9001
10200,2019,50386,time,null,null,null,1,null,null,null,null,null,15
10201,2020,50387,narrative,null,null,null,1,null,null,null,“11시에 아르바이트 면접이 있다. ”,“You have a job interview at 11 today. ”,null
10201,2020,50388,narrative,null,null,null,1,null,null,null,“당신은 편의점으로 가야 한다. ”,“You need to head to the convenience store now. ”,null
10201,2020,50389,narrative,null,null,null,1,null,null,null,“편의점은 북쪽으로 세번째 교차로까지 간 후 왼쪽 길로 가면 있다. ”,“Walking up north until the third crossroad and turning left will take you to the convenience store. ”,null
10201,2020,50390,narrative,null,null,null,1,null,null,null,“헷갈리면 버스 정류장의 지도를 보도록 하자. ”,“You can always take a look at the map at the bus station if you're unsure. ”,null
10201,2020,50391,narrative,null,null,null,0,null,null,null,null,null,3003
10202,2021,50392,sfx,null,sfx_chime,1,5,null,null,null,null,null,null
10202,2021,50393,image1,null,img_coverall,0,2,0_0_0_1,null,null,null,null,null
10202,2021,50394,bgm,null,0,1,3,null,null,null,null,null,null
10202,2021,50395,time,null,null,null,3000,null,null,null,null,null,null
10202,2021,50396,image1,null,img_coverall,0,3,0_0_0_0,null,null,null,null,null
10202,2021,50397,bgm,null,0,1,2,null,null,null,null,null,null
10202,2021,50398,narrative,null,null,null,1,null,null,null,“면접이 끝났다. 결과는 오후 1시쯤에 받을 수 있다.”,“You finished the interview. You'll hear back from them around 1PM. ”,null
10202,2021,50399,narrative,null,null,null,1,null,null,null,“이제 집에 돌아가면 된다.”,“You decided to go home. ”,null
10202,2021,50400,narrative,null,null,null,0,null,null,null,null,null,null
10203,2022,50401,narrative,null,null,null,1,null,null,null,“어제 주문한 안전고리다. ”,“It's the security chain you ordered yesterday. ”,null
10203,2022,50402,narrative,null,null,null,0,null,null,null,null,null,null
10203,2022,50403,sfx,null,sfx_box_0,1,5,null,null,null,null,null,null
10203,2022,50404,object,obj_player,spr_girl_box,1,1,255_255_255_1,null,null,null,null,null
10204,2023,50405,image2,null,img_talisman1,0,1,255_255_255_1,null,null,null,null,null
10204,2023,50406,sfx,null,sfx_ominous1,1,5,null,null,null,null,null,null
10204,2023,50407,narrative,null,null,null,1,null,null,null,“처음 보는 부적이 붙어있다. ”,“There's a talisman on your door. ”,null
10204,2023,50408,image2,null,img_talisman1,0,1,255_255_255_1,null,null,null,null,null
10204,2023,50409,sfx,null,sfx_paper_rip1,1,5,null,null,null,null,null,null
10204,2023,50410,narrative,null,null,null,1,null,null,null,“당신은 부적을 떼어냈다. ”,“You ripped it off. ”,null
10204,2023,50411,narrative,null,null,null,0,null,null,null,null,null,null
10205,2024,50412,time,null,null,null,1,null,null,null,null,null,9002
10206,2025,50413,narrative,null,null,null,1,null,null,null,“오후 3시에 안전고리를 설치해주시는 분이 오신다. ”,“The landlord's husband is visiting at 3PM to install door chains. ”,null
10206,2025,50414,narrative,null,null,null,1,null,null,null,“당신은 집으로 돌아가기로 했다. ”,“You decide it's time to go back home. ”,null
10206,2025,50415,narrative,null,null,null,0,null,null,null,null,null,null
10207,2026,50416,spawn,obj_husband,spot_outdoor,0,1,255_255_255_1,null,null,null,null,null
10207,2026,50417,sfx,null,sfx_knock1,1,1,null,null,null,null,null,null
10207,2026,50418,walk,obj_player,spot_indoor,null,null,null,null,null,null,null,null
10207,2026,50419,portrait,null,portrait_mister,0,1,null,아저씨,Mister,“예- 안전고리 설치하러 왔어요-”,"“Yeah, I'm, uh, here to install your security chain. ”",null
10207,2026,50420,sfx,null,sfx_door_open,1,5,null,null,null,null,null,null
10207,2026,50421,object,obj_room_door1,spr_room_door,1,1,255_255_255_1,null,null,null,null,null
10207,2026,50422,portrait,null,portrait_mister,0,1,null,아저씨,Mister,"“예예, 안녕하세요. ”","“Hey, hello. ”",null
10207,2026,50423,portrait,null,portrait_mister,0,1,null,아저씨,Mister,"“저 뭐야, 그. 안전고리는?”","“Where's the, uh, the chain?”",null
10207,2026,50424,narrative,null,null,null,1,null,null,null,“당신은 안전고리를 건네드렸다. ”,“You gave him the security chain. ”,null
10207,2026,50425,portrait,null,portrait_mister,0,1,null,아저씨,Mister,"“예, 조금만 기다리세요. ”",“It'll be done in a whiff. ”,null
10207,2026,50426,portrait,null,null,null,0,null,null,null,null,null,null
10207,2026,50427,image1,null,img_coverall,0,2,0_0_0_1,null,null,null,null,null
10207,2026,50428,object,obj_chain,spr_chain,0,1,255_255_255_1,null,null,null,null,null
10207,2026,50429,image1,null,img_coverall,0,3,0_0_0_0,null,null,null,null,null
10207,2026,50430,portrait,null,portrait_mister,0,1,null,아저씨,Mister,“다 됐어요-. ”,“Aaand it's done. ”,null
10207,2026,50431,portrait,null,portrait_mister,0,1,null,아저씨,Mister,“흠…. 근데. ”,"“Hmm... Say, ”",null
10207,2026,50432,portrait,null,null,null,0,null,null,null,null,null,null
10207,2026,50433,animation,obj_husband,anim_husband_look,null,0,null,null,null,null,null,null
10207,2026,50434,portrait,null,portrait_mister,1,1,null,아저씨,Mister,“혼자 사시나? ”,“You live alone?”,1002
10207,2027,50435,portrait,null,portrait_mister,0,1,null,아저씨,Mister,“그러쇼?”,“That so?”,null
10207,2027,50436,portrait,null,portrait_mister,0,1,null,아저씨,Mister,“그럼 저는 들어가볼게요. ”,“Well I'm off. ”,null
10207,2027,50437,portrait,null,portrait_mister,0,1,null,아저씨,Mister,“수고하셔요~”,“Have a nice day. ”,null
10207,2027,50438,portrait,null,null,null,0,null,null,null,null,null,null
10207,2027,50439,sfx,null,sfx_door_close,1,5,null,null,null,null,null,null
10207,2027,50440,object,obj_chain,spr_room_door,0,1,255_255_255_1,null,null,null,null,null
10207,2027,50441,narrative,null,null,null,1,null,null,null,“이제 현관문과 상호작용해서 안전고리를 걸 수 있다. ”,“You can now interact with the door to lock the chain. ”,null
10207,2027,50442,narrative,null,null,null,0,null,null,null,null,null,null
10208,2028,50443,time,null,null,null,1,null,null,null,null,null,9003
10301,2031,50444,time,null,null,null,1,null,null,null,null,null,9003
10401,2034,50445,sfx,null,sfx_chime,1,5,null,null,null,null,null,null
10401,2034,50446,spawn,obj_customer1,spot_store_in1,0,1,255_255_255_1,null,null,null,null,null
10401,2034,50447,walk,obj_customer1,spot_store_counter1,null,null,null,null,null,null,null,null
10401,2034,50448,time,null,null,null,2000,null,null,null,null,null,null
10401,2034,50449,sfx,null,sfx_chime,1,5,null,null,null,null,null,null
10401,2034,50450,spawn,obj_customer2,spot_store_in1,0,1,255_255_255_1,null,null,null,null,null
10401,2034,50451,walk,obj_customer2,spot_store_snacks,null,null,null,null,null,null,null,null
10401,2034,50452,portrait,null,portrait_customer,4,1,null,중학생 1,Student 1,“안녕하세요…”,“Hello...”,null
10401,2034,50453,portrait,null,null,null,0,null,null,null,null,null,null
10401,2034,50454,walk,obj_customer1,spot_store_under,null,null,null,null,null,null,null,null
10401,2034,50455,time,null,null,null,2000,null,null,null,null,null,null
10401,2034,50456,walk,obj_customer1,spot_store_counter1,null,null,null,null,null,null,null,null
10401,2034,50457,time,null,null,null,1000,null,null,null,null,null,null
10401,2034,50458,portrait,null,portrait_customer,4,1,null,중학생 1,Student 1,“그… ”,“Um...”,null
10401,2034,50459,portrait,null,portrait_customer,4,1,null,중학생 1,Student 1,"“저… 혹시요, ”","“Uh, can I... perhaps... ”",null
10401,2034,50460,portrait,null,null,null,0,null,null,null,null,null,null
10401,2034,50461,walk,obj_customer2,spot_store_counter3,null,null,null,null,null,null,null,null
10401,2034,50462,portrait,null,portrait_customer,4,1,null,중학생 1,Student 1,"“가, 같이 계산해도 되죠?”",“p-pay together with my friend here?”,null
10401,2034,50463,portrait,null,portrait_customer,1,1,null,중학생 2,Student 2,“오?ㅋㅋ 개꿀인데 왜?”,"“Oh? That's good for me, but what's with you today?”",null
10401,2034,50464,portrait,null,null,null,0,null,null,null,null,null,null
10401,2034,50465,object,obj_customer1,spr_customer_idle,1,1,255_255_255_1,null,null,null,null,null
10401,2034,50466,portrait,null,portrait_customer,3,1,null,중학생 1,Student 1,"“아 그냥 줘, 씹쌔야. 기다리시잖아. ”","“Stop asking questions and just gimme the thing you picked, she's waiting here you know. ”",null
10401,2034,50467,portrait,null,portrait_customer,0,1,null,중학생 2,Student 2,“음…?”,“Oh...?”,null
10401,2034,50468,portrait,null,portrait_customer,1,1,null,중학생 2,Student 2,“아ㅋ”,“Aha. ”,null
10401,2034,50469,portrait,null,portrait_customer,3,1,null,중학생 1,Student 1,“뭐. ”,“What. ”,null
10401,2034,50470,portrait,null,portrait_customer,1,1,null,중학생 2,Student 2,“ㅋ”,“Heh. ”,null
10401,2034,50471,portrait,null,null,null,0,null,null,null,null,null,null
10401,2034,50472,walk,obj_customer2,spot_store_counter2,null,null,null,null,null,null,null,null
10401,2034,50473,object,obj_customer2,spr_customer_idle,0,1,255_255_255_1,null,null,null,null,null
10401,2034,50474,time,null,null,null,1000,null,null,null,null,null,null
10401,2034,50475,object,obj_customer2,spr_customer_idle,2,1,255_255_255_1,null,null,null,null,null
10401,2034,50476,portrait,null,portrait_customer,1,1,null,중학생 2,Student 2,"“누나, 남자친구 있어요?”","“Hey, are you seeing someone right now?”",null
10401,2034,50477,portrait,null,null,null,0,null,null,null,null,null,null
10401,2034,50478,object,obj_customer1,spr_customer_idle,2,1,255_255_255_1,null,null,null,null,null
10401,2034,50479,sfx,null,sfx_jump,1,5,null,null,null,null,null,null
10401,2034,50480,animation,obj_customer1,anim_customer_jump,null,0,null,null,null,null,null,null
10401,2034,50481,portrait,null,portrait_customer,5,1,null,중학생 1,Student 1,“아 뭐해!!!”,“Wh- what's wrong with you!?”,null
10401,2034,50482,portrait,null,null,null,0,null,null,null,null,null,null
10401,2034,50483,object,obj_customer1,spr_customer_idle,3,1,255_255_255_1,null,null,null,null,null
10401,2034,50484,portrait,null,portrait_customer,4,1,null,중학생 1,Student 1,"“죄송해요, 신경쓰지 마시고 같이 계산해주세요. ”","“Sorry, please don't mind him. Here's my card. ”",null
10401,2034,50485,portrait,null,null,null,0,null,null,null,null,null,null
10401,2034,50486,object,obj_customer2,spr_customer_idle,0,1,255_255_255_1,null,null,null,null,null
10401,2034,50487,portrait,null,portrait_customer,4,1,null,중학생 1,Student 1,“ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ”,“AHAHAHAHA”,null
10401,2034,50488,portrait,null,null,null,0,null,null,null,null,null,null
10401,2034,50489,sfx,null,sfx_payed,1,1,null,null,null,null,null,null
10401,2034,50490,walk,obj_customer1,spot_store_in1,null,null,null,null,null,null,null,null
10401,2034,50491,time,null,null,null,1000,null,null,null,null,null,null
10401,2034,50492,walk,obj_customer2,spot_store_in1,null,null,null,null,null,null,null,null
10401,2034,50493,sfx,null,sfx_chime,1,5,null,null,null,null,null,null
10401,2034,50494,image1,null,img_coverall,0,2,0_0_0_1,null,null,null,null,null
10401,2034,50495,sfx,null,0,1,1,null,null,null,null,null,null
10401,2034,50496,bgm,null,0,1,3,null,null,null,null,null,null
10401,2034,50497,narrative,null,null,null,1,null,null,null,“계산이 끝나자마자 얼굴이 새빨개진 학생이 다른 학생의 팔을 붙들고 도망쳐 나갔다. ”,"“The person who paid quickly jerked the other's arm and ran off, his face flushed with embarrassment.”",null
10401,2034,50498,narrative,null,null,null,1,null,null,null,“그리고 퇴근할 때가 되어서야 물건이 몇 개 사라졌다는 걸 알아차렸다. ”,"“And it was only when you were leaving work, that you discovered some things were stolen. ”",null
10401,2034,50499,narrative,null,null,null,0,null,null,null,null,null,null
10401,2034,50500,sfx,null,sfx_phone_calling,1,1,null,null,null,null,null,null
10401,2034,50501,narrative,null,null,null,1,null,점장님,Manager,“…그랬구나. ”,“Ugh... so that happened. ”,null
10401,2034,50502,narrative,null,null,null,1,null,점장님,Manager,“괜찮다. 내가 해결할게. ”,"“It's alright, I'll take care of that. ”",null
10401,2034,50503,narrative,null,null,null,1,null,점장님,Manager,"“아냐, 정말 괜찮아. 이런 일로 해고하진 않을 거야. ”","“No, it's fine, really. I won't fire you for that. ”",null
10401,2034,50504,narrative,null,null,null,1,null,점장님,Manager,“그보다 알바 첫날부터 이런 일을 당하다니 충격이 크겠구나. ”,"“You must be in quite a shock, especially since today was your first day of work. ”",null
10401,2034,50505,narrative,null,null,null,1,null,점장님,Manager,“집에 가서 푹 쉬면서 잊어버려. ”,"“Forget about what happened. Go home and rest well, okay? ”",null
10401,2034,50506,narrative,null,null,null,1,null,점장님,Manager,“어ㅡ. ”,"“Alright, bye. ”",null
10401,2034,50507,narrative,null,null,null,0,null,null,null,null,null,3011
10402,2036,50508,sfx,null,sfx_phone_notif,1,5,null,null,null,null,null,null
10402,2036,50509,image3,null,img_coverall,0,3,0_0_0_0.75,null,null,null,null,null
10402,2036,50510,object,obj_phone,img_phone_news,0,1,255_255_255_1,null,null,null,null,null
10402,2036,50511,animation,obj_phone,anim_phone_on,null,0,null,null,null,null,null,null
10403,2037,50512,time,null,null,null,1,null,null,null,null,null,9005
10404,2038,50513,sfx,null,sfx_grass_steps,1,1,null,null,null,null,null,null
10404,2038,50514,narrative,null,null,null,1,null,null,null,“창 밖에 누군가 있는 것 같다. ”,“Someone's outside your window. ”,null
10404,2038,50515,narrative,null,null,null,0,null,null,null,null,null,null
10404,2038,50516,image1,null,img_coverall,0,0,0_0_0_0,null,null,null,null,null
10404,2038,50517,time,null,null,null,3000,null,null,null,null,null,null
10404,2038,50518,narrative,null,null,null,1,null,null,null,“당신은 뛰쳐나올 것 같은 심장을 뒤로하고 재빨리 블라인드를 쳤다. ”,“You quickly shut the blinds as your heart tries to run out of your chest. ”,null
10404,2038,50519,narrative,null,null,null,1,null,null,null,“그리고 경찰을 불렀으나. ”,“You called the cops. ”,null
10404,2038,50520,narrative,null,null,null,0,null,null,null,null,null,null
10404,2038,50521,sfx,null,sfx_siren,1,5,null,null,null,null,null,null
10404,2038,50522,narrative,null,null,null,1,null,null,null,“남자가 사라진지 40분이 지나서야 도착했다. ”,“But they arrived 40 minutes after the man ran away. ”,null
10404,2038,50523,narrative,null,null,null,0,null,null,null,null,null,null
10404,2038,50524,spawn,obj_police1,spr_police_idle,0,1,255_255_255_1,null,null,null,null,null
10404,2038,50525,object,obj_room_door1,spr_room_door,1,1,255_255_255_1,null,null,null,null,null
10404,2038,50526,image1,null,img_coverall,0,3,0_0_0_0,null,null,null,null,null
10404,2038,50527,portrait,null,portrait_police,1,1,null,경찰,Police,“거 없어진지 40분이나 됐으면 연락해서 갔다고 말이라도 해주세요. ”,“Why didn't you call us to tell us he's no longer here?”,null
10404,2038,50528,portrait,null,portrait_police,1,1,null,경찰,Police,“여기까지 오는데 꽤 걸렸다고요. ”,“It took us a while to get here you know?”,null
10404,2038,50529,portrait,null,null,null,0,null,null,null,null,null,null
10404,2038,50530,image1,null,img_coverall,0,2,0_0_0_1,null,null,null,null,null
10404,2038,50531,object,obj_chain,spr_chain,0,1,255_255_255_1,null,null,null,null,null
10404,2038,50532,spawn,obj_police1,null,1,0,255_255_255_0,null,null,null,null,null
10404,2038,50533,image1,null,img_coverall,0,3,0_0_0_0,null,null,null,null,null
10501,2041,50534,sfx,null,sfx_chime,1,5,null,null,null,null,null,null
10501,2041,50535,spawn,obj_customer1,spot_store_in1,0,1,255_255_255_1,null,null,null,null,null
10501,2041,50536,walk,obj_customer1,spot_store_lunch,null,null,null,null,null,null,null,null
10501,2041,50537,time,null,null,null,2000,null,null,null,null,null,null
10501,2041,50538,sfx,null,sfx_chime,1,5,null,null,null,null,null,null
10501,2041,50539,spawn,obj_customer2,spot_store_in1,0,1,255_255_255_1,null,null,null,null,null
10501,2041,50540,walk,obj_stalker,spot_store_under,null,null,null,null,null,null,null,null
10501,2041,50541,sfx,null,sfx_package,1,5,null,null,null,null,null,null
10501,2041,50542,time,null,null,null,1000,null,null,null,null,null,null
10501,2041,50543,walk,obj_customer1,spot_store_counter1,null,null,null,null,null,null,null,null
10501,2041,50544,time,null,null,null,1000,null,null,null,null,null,null
10501,2041,50545,sfx,null,sfx_payed,1,1,null,null,null,null,null,null
10501,2041,50546,portrait,null,portrait_customer,0,1,null,손님,Customer,"“저기, 이거 환불해줘.”",“Give me a refund.”,null
10501,2041,50547,narrative,null,null,null,1,null,null,null,“손님께서 방금 막 결제한 음료를 내민다.”,“The customer shoves you the stuff they just bought.”,null
10501,2041,50548,portrait,null,portrait_customer,0,1,null,손님,Customer,“이거 1+1 상품이잖아. 방금 결제한 거 환불해줘. 하나만 가져갈래.”,"“It's a buy one get one free, yeah? I want to get a refund for the one I bought. I just need one, not two.”",1003
10501,2042,50549,portrait,null,portrait_customer,0,1,null,손님,Customer,“응?”,“Huh?”,null
10501,2042,50550,portrait,null,portrait_customer,7,1,null,손님,Customer,"“아~ 학생, 일해본지 얼마 안 됐구나?”","“Oh, sweety. You're new to working here, aren't you?”",null
10501,2042,50551,portrait,null,portrait_customer,7,1,null,손님,Customer,“이거 다른데서도 다 돼~ 몰랐나보네ㅎ”,"“This works, you know? Like, in other places as well? It's okay if you didn't know.”",1004
10501,2043,50552,portrait,null,portrait_customer,3,1,null,손님,Customer,"“아니, 왜 자꾸 안 된다고만 해? 딴데서는 됐다니까?”","“I'm telling you, girl. They refunded for me in other stores.”",null
10501,2043,50553,portrait,null,portrait_customer,3,1,null,손님,Customer,“학생 이상하네? 여기 매니저야? 너 뭐 돼?”,“You're so weird. Who are you to decide? You the manager here? ”,null
10501,2043,50554,portrait,null,portrait_customer,3,1,null,손님,Customer,"“얘, 여기 점장 불러와. 어른이랑 대화하게.”","“Call your manager, kid. I want to have a conversation with an adult. ”",null
10501,2043,50555,portrait,null,portrait_man_s,0,1,null,남자,Man,“그거 안 되는 거 맞는데요? 어디서 됐는데요?”,"“She's right, though, that's not how it works. Where did you get a refund? ”",null
10501,2043,50556,portrait,null,null,null,0,null,null,null,null,null,null
10501,2043,50557,object,obj_customer1,spr_customer_idle,1,1,255_255_255_1,null,null,null,null,null
10501,2043,50558,time,null,null,null,1000,null,null,null,null,null,null
10501,2043,50559,walk,obj_stalker,spot_store_counter3,null,null,null,null,null,null,null,null
10501,2043,50560,portrait,null,portrait_customer,6,1,null,손님,Customer,“ㅁ…뭐?”,“W-what?”,null
10501,2043,50561,portrait,null,portrait_man_s,0,1,null,남자,Man,"“불법이라고요, 그거.”","“What you're doing is illegal, is what I'm saying. ”",null
10501,2043,50562,portrait,null,portrait_customer,6,1,null,손님,Customer,"“무, 무슨 소리야. 내가 괜찮았간, 괜찮았다니까?”","“Wh-what are you on about? I, I told dew, told you, it was fine last time!”",null
10501,2043,50563,portrait,null,portrait_customer,3,1,null,손님,Customer,"“괜한 오지랖 부렸다가 개쪽당하지나 말고 빠져, 학생.”","“Don't stick your nose into other people's business and butt out, boy. ”",null
10501,2043,50564,portrait,null,portrait_customer,3,1,null,남자,Man,“아~ 그러세요? 그럼 누가 개쪽당하나 한 번 볼까요?”,"“Oh, that's some confidence you have, ma'am. Let's see about that, shall we? ”",null
10501,2043,50565,portrait,null,portrait_customer,3,1,null,남자,Man,"“어디 가지 마시고 여기 꼼짝말고 계세요, 경찰에 신고해볼테니까.”","“Do not move an inch from where you are, I'm calling the fuzz. ”",null
10501,2043,50566,portrait,null,portrait_customer,6,1,null,손님,Customer,"“어후, 말이 안 통하네. 똥이 더러워서 피하지 내가.”","“UGH, it's like I'm talking to a wall. I'm leaving. ”",null
10501,2043,50567,portrait,null,null,null,0,null,null,null,null,null,null
10501,2043,50568,object,obj_player,spr_girl_idle,2,1,255_255_255_1,null,null,null,null,null
10501,2043,50569,object,obj_stalker,spr_sub_idle,2,1,255_255_255_1,null,null,null,null,null
10501,2043,50570,walk,obj_customer1,spot_store_in1,null,null,null,null,null,null,null,null
10501,2043,50571,sfx,null,sfx_chime,1,5,null,null,null,null,null,null
10501,2043,50572,time,null,null,null,1000,null,null,null,null,null,null
10501,2043,50573,object,obj_stalker,spr_sub_idle,3,1,255_255_255_1,null,null,null,null,null
10501,2043,50574,object,obj_player,spr_girl_idle,1,1,255_255_255_1,null,null,null,null,null
10501,2043,50575,portrait,null,portrait_man_s,2,1,null,남자,Man,“어휴…”,“Ugh...”,null
10501,2043,50576,portrait,null,portrait_man_s,0,1,null,남자,Man,“저 진상 여기서 유명해요.”,“She's quite infamous around here. ”,null
10501,2043,50577,portrait,null,portrait_man_s,2,1,null,남자,Man,"“다른 사람들은 안 저러는데, 참…”","“Nobody else pulls that, gee...”",1005
10501,2044,50578,portrait,null,null,null,0,null,null,null,null,null,null
10501,2044,50579,time,null,null,null,500,null,null,null,null,null,null
10501,2044,50580,sfx,null,sfx_payed,1,1,null,null,null,null,null,null
10501,2044,50581,portrait,null,portrait_man_s,1,1,null,남자,Man,"“아, 이거 하나 드세요.”","“Oh, I want you to have one; here. ”",null
10501,2044,50582,portrait,null,portrait_man_s,0,1,null,남자,Man,“저 손님 때문에 1+1 상품 볼 때마다 저 진상 생각나면 좀 그렇잖아요.”,“It'd be awful to be reminded of that ol' lady everytime you stock up on these buy one get ones. ”,null
10501,2044,50583,portrait,null,portrait_man_s,1,1,null,남자,Man,"“그럼, 좋은 하루 되세요. ”","“Have a nice day, then. ”",null
10501,2044,50584,portrait,null,null,null,0,null,null,null,null,null,null
10501,2044,50585,object,obj_player,spr_girl_idle,2,1,255_255_255_1,null,null,null,null,null
10501,2044,50586,walk,obj_stalker,spot_store_in1,null,null,null,null,null,null,null,null
10501,2044,50587,sfx,null,sfx_chime,1,5,null,null,null,null,null,null
10501,2044,50588,time,null,null,null,1000,null,null,null,null,null,3011
10502,2045,50589,time,null,null,null,1,null,null,null,null,null,9006
10503,2046,50590,narrative,null,null,null,1,null,null,null,“요새 날이 더워져서 그런지 평소보다 옷이 더 들러붙는다.”,“You feel like your shirt is sticking to your body; it's likely due to the rising heat. ”,null
10503,2046,50591,narrative,null,null,null,1,null,null,null,“당신은 빨리 씻고 나오기로 한다.”,“You decide to take a quick shower. ”,null
10503,2046,50592,narrative,null,null,null,0,null,null,null,null,null,null
10503,2046,50593,walk,player,spot_in_toilet,null,1000,null,null,null,null,null,null
10503,2046,50594,sfx,null,sfx_door_close,1,5,null,null,null,null,null,null
10503,2046,50595,object,obj_toilet_door,spr_toilet_door,1,1,null,null,null,null,null,null
10503,2046,50596,image1,null,img_coverall,0,2,0_0_0_1,null,null,null,null,null
10503,2046,50597,sfx,null,sfx_shower_0,1,1,null,null,null,null,null,null
10503,2046,50598,sfx,null,sfx_shower_1,1,1,null,null,null,null,null,null
10503,2046,50599,sfx,null,sfx_shower_1,1,3,null,null,null,null,null,null
10503,2046,50600,time,null,null,null,1000,null,null,null,null,null,null
10503,2046,50601,sfx,null,sfx_car_move,1,1,null,null,null,null,null,null
10503,2046,50602,spawn,obj_player,spot_front_toilet,0,1,null,null,null,null,null,9000
10503,2046,50603,image1,null,img_coverall,0,3,0_0_0_0,null,null,null,null,null
10503,2046,50604,narrative,null,null,null,1,null,null,null,“왠지 예전에 비해 옷이 몇 장 없는 것 같은 기분이 든다. ”,"“It could be your imagination, but it feels like your clothes are missing. ”",null
10503,2046,50605,narrative,null,null,null,0,null,null,null,null,null,null
10504,2047,50606,sfx,null,sfx_shoe_steps,0.5,2,null,null,null,null,null,null
10504,2047,50607,sfx,null,sfx_knock1,0.5,1,null,null,null,null,null,null
10504,2047,50608,object,obj_player,spr_girl_idle,3,1,255_255_255_1,null,null,null,null,null
10504,2047,50609,portrait,null,portrait_customer,0,0,null,???,???,“계세요? ”,“Is anyone home?”,null
10504,2047,50610,portrait,null,null,null,0,null,null,null,null,null,null
10504,2047,50611,time,null,null,null,1000,null,null,null,null,null,null
10504,2047,50612,sfx,null,sfx_shoe_steps,0.75,2,null,null,null,null,null,null
10504,2047,50613,sfx,null,sfx_knock1,0.75,1,null,null,null,null,null,null
10504,2047,50614,portrait,null,portrait_customer,0,1,null,???,???,“계세요? ”,“Is anyone home?”,null
10504,2047,50615,portrait,null,null,null,0,null,null,null,null,null,null
10504,2047,50616,time,null,null,null,1000,null,null,null,null,null,null
10504,2047,50617,sfx,null,sfx_shoe_steps,0.9,2,null,null,null,null,null,null
10504,2047,50618,sfx,null,sfx_knock1,0.9,1,null,null,null,null,null,null
10504,2047,50619,narrative,null,null,null,1,null,null,null,“누군가 집집마다 문을 두드리고 있다.”,“Someone's knocking the doors of every room in this floor. ”,null
10504,2047,50620,narrative,null,null,null,1,null,null,null,“정기 소독 공지는 없었다.”,“There wasn't any notification regarding the regular disinfection. ”,null
10504,2047,50621,narrative,null,null,null,1,null,null,null,“아마 종교 관련일지도 모른다.”,“Maybe they have something to do with pseudo religion. ”,null
10504,2047,50622,narrative,null,null,null,1,null,null,null,“무시하는 게 좋을 것이다.”,“It'd be best to ignore them in that case. ”,null
10504,2047,50623,narrative,null,null,null,0,null,null,null,null,null,null
10504,2047,50624,sfx,null,sfx_shoe_steps,1,2,null,null,null,null,null,null
10504,2047,50625,time,null,null,null,3000,null,null,null,null,null,null
10504,2047,50626,sfx,null,sfx_knock1,1,5,null,null,null,null,null,null
